SUPER_1	99653	0.0084
SUPER_1	170902	0.0015
SUPER_1	202410	0.0039
SUPER_1	506317	0.0048
SUPER_1	506325	-0.0037
SUPER_1	506424	-0.0012
SUPER_1	506464	-0.0053
SUPER_1	506466	-0.0029
SUPER_1	511082	0.004
SUPER_1	511123	-0.0029
SUPER_1	511150	-0.0017
SUPER_1	511188	0.0014
SUPER_1	511189	-0.0014
SUPER_1	511193	-0.001
SUPER_1	511203	-0.004
SUPER_1	511255	-2e-04
SUPER_1	511261	0.0032
SUPER_1	511279	-0.0054
SUPER_1	764404	0.0081
SUPER_1	764416	0.0022
SUPER_1	764529	0.004
SUPER_1	838005	0.0261
SUPER_1	838036	0.0025
SUPER_1	838060	-0.002
SUPER_1	838075	-0.0064
SUPER_1	838118	0.0067
SUPER_1	838126	0.0105
SUPER_1	838161	-0.0046
SUPER_1	981079	0.0015
SUPER_1	981084	-0.0043
SUPER_1	981205	0.0058
SUPER_1	981247	0.0015
SUPER_1	981270	0.0052
SUPER_1	981364	-0.0026
SUPER_1	1011511	-0.0014
SUPER_1	1011553	-0.0029
SUPER_1	1053495	2e-04
SUPER_1	1053524	-0.0019
SUPER_1	1053599	-0.0077
SUPER_1	1053625	0.0074
SUPER_1	1053627	-0.0056
SUPER_1	1053633	-3e-04
SUPER_1	1053649	-4e-04
SUPER_1	1053663	-0.0026
SUPER_1	1147463	4e-04
SUPER_1	1147535	-0.0025
SUPER_1	1147692	-0.0036
SUPER_1	1287736	-0.0046
SUPER_1	1287749	0.0016
SUPER_1	1287771	0.0015
SUPER_1	1288061	-0.0038
SUPER_1	1288070	7e-04
SUPER_1	1489055	-0.0015
SUPER_1	1489075	-0.0011
SUPER_1	1661803	-0.0019
SUPER_1	1661904	0.0028
SUPER_1	1662008	0.0053
SUPER_1	1662045	0.0056
SUPER_1	1662069	-0.003
SUPER_1	1720379	0.0061
SUPER_1	1720385	-0.0071
SUPER_1	2890071	-0.0044
SUPER_1	2890149	-0.0011
SUPER_1	2890163	0.002
SUPER_1	2890210	0.0114
SUPER_1	3242144	-0.0023
SUPER_1	3242149	-0.0034
SUPER_1	3242154	0.0063
SUPER_1	3242209	-0.0046
SUPER_1	3242221	-0.003
SUPER_1	3242226	-0.0016
SUPER_1	3428368	-1e-04
SUPER_1	3428415	-6e-04
SUPER_1	3428438	0.001
SUPER_1	3428451	0.0036
SUPER_1	3428522	-7e-04
SUPER_1	3428534	0.0024
SUPER_1	3829453	-0.0031
SUPER_1	3829456	0.0044
SUPER_1	3829467	-0.006
SUPER_1	3829488	0.0088
SUPER_1	3829500	-0.003
SUPER_1	3829531	0.0283
SUPER_1	3829537	-0.0057
SUPER_1	3829567	-0.0063
SUPER_1	3829571	-0.0053
SUPER_1	3829573	-0.0031
SUPER_1	3829575	0.0013
SUPER_1	3829579	-0.0038
SUPER_1	3829583	-0.0038
SUPER_1	3902066	0.0056
SUPER_1	3963002	1e-04
SUPER_1	3963014	0.01
SUPER_1	3963019	0.0116
SUPER_1	3963023	0.01
SUPER_1	3963035	-0.0039
SUPER_1	3963055	0.0086
SUPER_1	3963057	0.0061
SUPER_1	3963059	-0.0014
SUPER_1	3963062	3e-04
SUPER_1	3963078	0.0073
SUPER_1	3963079	4e-04
SUPER_1	3963085	0.0116
SUPER_1	3963123	0
SUPER_1	3963125	0.0107
SUPER_1	3963131	0.0015
SUPER_1	3963140	-0.0029
SUPER_1	3963142	-7e-04
SUPER_1	3963152	0.009
SUPER_1	3963158	0.0148
SUPER_1	3963160	0.0095
SUPER_1	4055728	0.0032
SUPER_1	4056133	-0.001
SUPER_1	4411729	0.003
SUPER_1	4411827	-0.0041
SUPER_1	4507369	0.0116
SUPER_1	4507463	0.0113
SUPER_1	4507466	0.0113
SUPER_1	4507468	-0.0057
SUPER_1	4507471	0.004
SUPER_1	4507487	-5e-04
SUPER_1	4507559	2e-04
SUPER_1	4507567	0.0077
SUPER_1	4681835	-0.004
SUPER_1	4681888	0.0018
SUPER_1	4681896	0.0047
SUPER_1	4681914	0.0028
SUPER_1	5770636	-0.0072
SUPER_1	5770638	0.0072
SUPER_1	5770648	3e-04
SUPER_1	5770649	0.0072
SUPER_1	5770661	-0.0104
SUPER_1	5770669	-0.0033
SUPER_1	5770693	5e-04
SUPER_1	6060967	-0.0034
SUPER_1	6061071	-0.0045
SUPER_1	6061085	-0.0049
SUPER_1	6061109	0.0096
SUPER_1	6061117	-0.001
SUPER_1	6061123	-0.0044
SUPER_1	6061124	-0.0044
SUPER_1	6061143	0.0024
SUPER_1	6102276	0.0077
SUPER_1	6102282	0.0016
SUPER_1	6102284	-1e-04
SUPER_1	6102295	-0.0031
SUPER_1	6102306	-0.0021
SUPER_1	6102338	-0.0019
SUPER_1	6102359	-0.0026
SUPER_1	6102361	-0.0051
SUPER_1	6102364	-0.0041
SUPER_1	6102379	0.005
SUPER_1	6102384	-0.0043
SUPER_1	6102391	-0.003
SUPER_1	6102442	-0.0062
SUPER_1	6102459	0.0176
SUPER_1	6336187	-0.0044
SUPER_1	6336259	-0.0023
SUPER_1	6336350	0.0091
SUPER_1	6336366	-0.0034
SUPER_1	6336370	0.0019
SUPER_1	6336372	0.0037
SUPER_1	6336446	-0.0054
SUPER_1	6336453	-6e-04
SUPER_1	6537514	0.0116
SUPER_1	6537541	-0.0022
SUPER_1	6537716	-0.0042
SUPER_1	6537776	-0.0057
SUPER_1	6537819	-0.0023
SUPER_1	7261921	-0.0027
SUPER_1	7261944	0.0054
SUPER_1	7261962	-1e-04
SUPER_1	7261963	0.0041
SUPER_1	7261970	-0.0036
SUPER_1	7262049	-0.0048
SUPER_1	8521204	0.0024
SUPER_1	8521388	0.006
SUPER_1	8521460	0.0014
SUPER_1	8521472	-0.0018
SUPER_1	8531101	0.0027
SUPER_1	8531170	0.0028
SUPER_1	8531197	0.002
SUPER_1	8978947	0.0042
SUPER_1	8979053	0.0033
SUPER_1	8979057	-0.0047
SUPER_1	8979061	-0.002
SUPER_1	8979066	-8e-04
SUPER_1	8979068	0.0018
SUPER_1	8979072	-0.0067
SUPER_1	8979087	-0.0015
SUPER_1	8979091	0.0164
SUPER_1	8993737	0.0021
SUPER_1	8993801	-0.0034
SUPER_1	9741687	-0.0017
SUPER_1	9741769	-0.003
SUPER_1	9741782	-0.0015
SUPER_1	9750135	-0.001
SUPER_1	9993552	0.026
SUPER_1	9993557	-0.0055
SUPER_1	9993614	0.0013
SUPER_1	9993798	0.0015
SUPER_1	9993826	-0.009
SUPER_1	10756438	0.0123
SUPER_1	10756457	-0.0066
SUPER_1	10756465	-8e-04
SUPER_1	10756492	6e-04
SUPER_1	10756515	-0.0065
SUPER_1	10756516	-0.0013
SUPER_1	10756539	-0.0068
SUPER_1	10756541	6e-04
SUPER_1	10800382	0.0345
SUPER_1	10800387	0.0048
SUPER_1	10800402	0.0031
SUPER_1	10800447	7e-04
SUPER_1	10800452	0.0025
SUPER_1	10800522	0.0082
SUPER_1	10800544	0.0063
SUPER_1	10800567	-0.0016
SUPER_1	10800581	8e-04
SUPER_1	10826824	-0.0061
SUPER_1	10826837	0.0018
SUPER_1	10826854	0.0195
SUPER_1	10826858	0.0043
SUPER_1	10826862	0.0048
SUPER_1	10826867	1e-04
SUPER_1	10826913	0.0053
SUPER_1	10827114	0.0018
SUPER_1	10986176	0.0039
SUPER_1	10986298	-0.0049
SUPER_1	10986382	0.0031
SUPER_1	11044928	-0.0014
SUPER_1	11044929	-0.0014
SUPER_1	11044961	-0.001
SUPER_1	11618067	-0.0024
SUPER_1	11618087	-9e-04
SUPER_1	11618091	-0.0052
SUPER_1	11618319	0.011
SUPER_1	11618324	-0.001
SUPER_1	11618330	-0.0068
SUPER_1	11618374	0.0017
SUPER_1	11881367	1e-04
SUPER_1	11881395	-0.0036
SUPER_1	11881422	-0.0034
SUPER_1	11881441	-0.005
SUPER_1	11881446	-0.006
SUPER_1	11881531	0.0066
SUPER_1	11881636	0.0047
SUPER_1	11881673	0.0016
SUPER_1	11881684	-0.0024
SUPER_1	11881726	-0.0034
SUPER_1	12614322	-0.0011
SUPER_1	12614459	0.0038
SUPER_1	12614507	-0.0027
SUPER_1	12614514	-0.0028
SUPER_1	13980310	3e-04
SUPER_1	13980337	0.0125
SUPER_1	13980339	-9e-04
SUPER_1	13980487	-0.0031
SUPER_1	13980570	0.0017
SUPER_1	13980573	0.0197
SUPER_1	14186872	-0.0042
SUPER_1	14186936	0.0286
SUPER_1	14187096	-0.0014
SUPER_1	14187139	-0.0063
SUPER_1	14187147	0.009
SUPER_1	14187165	-0.0054
SUPER_1	14187167	-0.0053
SUPER_1	14715830	0.0012
SUPER_1	14715882	0
SUPER_1	15356312	-0.0044
SUPER_1	16504749	-0.0031
SUPER_1	17493777	5e-04
SUPER_1	17493802	-0.0061
SUPER_1	17897242	-0.0036
SUPER_1	17897279	-0.0026
SUPER_1	17897290	-0.0036
SUPER_1	17897381	-0.0043
SUPER_1	17897382	2e-04
SUPER_1	17897392	0.0039
SUPER_1	17897419	-0.0027
SUPER_1	17897440	0.001
SUPER_1	17897450	-0.0049
SUPER_1	17897452	-0.0049
SUPER_1	17897453	-0.0023
SUPER_1	17897477	0.0027
SUPER_1	17941235	-4e-04
SUPER_1	17941245	-0.0043
SUPER_1	17941296	0.0041
SUPER_1	17941302	0.0149
SUPER_1	17941306	0.0025
SUPER_1	18596286	-0.0023
SUPER_1	18596289	0.002
