code	latitude	longitude	latitude_dec	longitude_dec	GSA	subarea						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__34'_11.28''	34__53'_13.45''	36.5698	34.88706944	24	ab						
not_foreseen	36__21'_14.4''	34__6'_5.69''	36.354	34.10158056	24	ab						
not_foreseen	36__21'_14.4''	34__6'_5.69''	36.354	34.10158056	24	ab						
not_foreseen	36__21'_14.4''	34__6'_5.69''	36.354	34.10158056	24	ab						
not_foreseen	36__21'_14.4''	34__6'_5.69''	36.354	34.10158056	24	ab						
not_foreseen	36__21'_14.4''	34__6'_5.69''	36.354	34.10158056	24	ab						
not_foreseen	36__21'_14.4''	34__6'_5.69''	36.354	34.10158056	24	ab						
not_foreseen	36__21'_14.4''	34__6'_5.69''	36.354	34.10158056	24	ab						
not_foreseen	36__21'_14.4''	34__6'_5.69''	36.354	34.10158056	24	ab						
not_foreseen	36__21'_14.4''	34__6'_5.69''	36.354	34.10158056	24	ab						
not_foreseen	36__21'_14.4''	34__6'_5.69''	36.354	34.10158056	24	ab						
not_foreseen	36__21'_14.4''	34__6'_5.69''	36.354	34.10158056	24	ab						
not_foreseen	36__21'_14.4''	34__6'_5.69''	36.354	34.10158056	24	ab						
not_foreseen	36__21'_14.4''	34__6'_5.69''	36.354	34.10158056	24	ab						
not_foreseen	36__21'_14.4''	34__6'_5.69''	36.354	34.10158056	24	ab						
not_foreseen	36__21'_14.4''	34__6'_5.69''	36.354	34.10158056	24	ab						
5abc_Mb_01	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_02	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_03	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_04	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_05	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_06	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_07	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_08	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_09	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_10	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_11	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_12	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_13	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_14	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_15	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_16	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_17	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_18	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_19	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_20	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_21	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_22	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_23	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_24	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_25	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_26	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_27	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_28	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_29	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_30	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_31	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_32	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_33	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_34	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_35	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_36	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_37	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_38	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_39	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_40	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_41	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_42	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_43	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_44	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_45	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_46	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_47	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_48	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_49	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
5abc_Mb_50	"initial:_38_55.145'_N;_final:_38_56.748'_N"	"initial:_01_36.189'_E;_final:_01_38.269'_E"	38.93244167	1.620483333	5	a						
25c_Mb___1	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___2	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___3	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___4	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___5	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___6	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___7	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___8	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___9	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___10	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___11	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___12	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___13	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___14	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___15	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___16	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___17	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___18	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___19	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___20	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___21	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___22	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___23	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___24	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___25	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___26	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___27	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___28	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___29	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___30	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___31	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___32	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___33	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___34	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___35	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___36	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___37	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___38	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___39	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___40	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___41	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___42	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___43	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___44	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___45	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___46	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___47	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___48	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___49	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___50	34?_40'_30''	33?_06'39''	34.675	33.11083333	25	c						
25c_Mb___52	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___53	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___56	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___57	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___59	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___60	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___64	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___65	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___66	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___68	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___69	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___71	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___72	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___74	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___75	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___76	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___77	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___78	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___79	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___80	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___81	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___82	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___83	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___84	"34_39'13"""	"33_14'10"""	34.65361111	33.23611111	25	c						
25c_Mb___91	"34_40'26"""	"33_14'51"""	34.67388889	33.2475	25	c						
25c_Mb___92	"34_40'26"""	"33_14'51"""	34.67388889	33.2475	25	c						
25c_Mb___93	"34_40'26"""	"33_14'51"""	34.67388889	33.2475	25	c						
25c_Mb___94	"34_40'26"""	"33_14'51"""	34.67388889	33.2475	25	c						
04b_Mb_02	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_03	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_05	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_06	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_07	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_09	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_10	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_11	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_12	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_13	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_14	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_15	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_16	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_17	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_18	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_19	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_20	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_21	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_22	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_23	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_24	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_25	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_26	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_27	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_28	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_30	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_31	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_32	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_33	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_34	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_35	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_36	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_37	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_38	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_39	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_40	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_41	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_42	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_43	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_44	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_45	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_46	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_47	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_48	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_49	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04b_Mb_50	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
	"N36_38'44.49"""	"E2_38'06.94"""	36.64569167	2.635261111	4	b						
04c_Mb_01	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_02	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_03	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_04	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_05	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_06	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_07	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_08	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_09	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_10	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_11	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_12	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_13	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_14	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_15	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_16	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_17	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_18	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_19	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_20	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_21	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_22	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_23	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_24	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_25	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_26	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_27	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_28	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_29	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_30	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_31	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_32	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_33	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_35	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_36	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_37	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_39	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_40	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_41	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_42	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_43	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_45	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_46	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_47	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_49	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
04c_Mb_50	"N36_55'50.76"""	"E7_49'43.00"""	36.93076667	7.828611111	4	c						
12_Mb_1	364555	102230	36.7652778	10.375	12	_						
12_Mb_2	364555	102230	36.7652778	10.375	12	_						
